battery_power,clock_speed,int_memory,m_dep,mobile_wt,n_cores,ram,talk_time,pixel_area,screen_area,total_camera_mp,blue,dual_sim,touch_screen,wifi,supports_3_4G,price_range
1949,0.5,31,0.1,145,5,832,19,989334,21,11,1,1,0,0,1,1
882,0.7,28,0.2,151,6,751,8,219232,209,25,0,1,0,1,1,0
1549,1.5,27,0.4,113,5,436,11,734384,80,7,1,1,0,0,1,0
1991,2.2,42,0.7,82,1,722,10,224358,30,14,0,1,1,0,1,0
796,0.5,12,0.5,114,1,1075,2,90132,21,10,0,0,1,0,0,0
1012,0.5,39,0.1,161,4,2802,10,1053990,0,10,0,1,1,0,1,2
1318,1.9,11,0.8,188,2,1780,2,1094608,120,15,0,1,0,0,1,1
1708,0.8,14,0.9,197,4,1247,16,353735,304,24,0,0,0,0,1,1
598,0.8,62,0.1,117,8,3066,19,90152,22,17,1,1,1,0,1,2
541,2.3,51,0.4,200,8,403,12,1240712,22,21,1,0,0,0,0,0
818,0.5,23,0.2,192,5,2518,3,909472,228,19,0,1,1,0,1,2
1414,0.5,15,0.8,168,2,1069,14,362502,108,0,0,0,0,0,1,0
601,1.7,6,0.8,169,4,2651,9,1494486,112,14,1,1,0,1,1,2
561,2.8,40,0.1,99,7,2974,19,368490,180,8,1,1,0,1,1,2
1616,2.3,52,0.1,100,5,657,2,171083,21,11,1,1,1,0,1,0
1263,1.4,32,0.4,103,2,3372,10,263396,234,3,1,1,1,0,1,3
1604,1.9,63,0.6,93,5,1464,20,740996,135,2,1,1,1,0,1,1
539,2.0,24,0.5,86,4,1326,3,926386,28,3,0,1,1,0,1,0
1071,2.6,49,0.3,199,4,3393,7,2616160,30,5,0,0,0,0,1,3
826,0.5,57,0.5,135,2,323,7,187620,51,0,0,1,0,1,1,0
771,2.9,62,0.7,106,1,1628,6,3043729,27,10,0,0,1,0,0,1
1811,2.9,33,0.2,132,8,2610,13,1706747,24,2,0,0,1,0,1,3
1842,2.2,56,0.4,179,4,3721,4,960741,176,17,1,1,1,1,0,3
1420,2.8,50,0.1,100,8,763,17,270242,17,9,0,1,1,1,0,0
1763,0.5,10,0.2,184,3,792,13,450534,204,31,0,1,0,1,1,0
1163,1.9,2,0.9,133,5,1568,19,988844,0,26,1,0,0,0,1,1
1805,0.5,29,0.2,182,4,1276,17,675378,76,2,1,0,1,0,0,1
610,1.6,52,0.4,90,4,3472,12,1322647,40,28,1,1,1,1,1,3
1533,1.1,17,0.3,160,4,2520,11,1468222,16,38,1,1,0,1,1,2
1924,0.5,63,0.3,111,2,3423,19,83692,39,13,0,0,0,0,1,3
1801,0.5,52,0.9,120,6,258,9,170800,112,16,0,1,0,0,1,0
1726,1.9,42,0.6,106,5,1868,6,2202684,112,4,1,0,0,0,1,2
794,2.5,14,0.6,197,3,2171,18,429312,152,34,0,1,0,1,0,1
1686,0.5,28,0.8,182,5,780,5,642727,110,12,1,1,0,0,0,0
1444,2.1,6,0.9,103,1,712,10,1707160,85,1,1,1,0,0,0,0
1004,1.6,30,1.0,160,8,1012,13,36022,28,1,0,1,1,1,1,0
1242,2.4,28,0.2,166,4,318,19,565740,110,17,1,0,0,0,1,0
539,1.5,26,0.2,137,6,3948,15,1919207,198,14,0,0,1,1,1,3
717,1.1,14,0.1,99,8,629,20,3720318,240,8,0,1,0,0,1,0
1540,0.7,29,0.1,157,7,1161,5,264258,88,1,0,1,0,0,1,0
672,0.5,35,0.1,99,8,1403,6,727258,112,24,0,0,0,0,1,0
1325,0.5,13,1.0,133,4,3707,18,2590995,57,8,1,0,1,0,1,3
950,0.5,55,0.1,124,8,1305,4,144566,30,13,0,0,0,1,1,0
948,1.5,18,0.3,119,4,2926,9,587520,221,13,0,1,1,1,1,2
1328,0.5,27,0.3,144,3,2674,5,695912,14,23,1,0,0,1,1,2
1447,0.5,40,0.7,184,2,471,20,1022706,32,8,0,0,0,1,0,0
1973,0.5,21,0.8,95,8,1724,8,64389,120,10,1,1,0,1,0,1
1731,2.3,60,0.5,171,4,1220,20,147538,27,38,1,1,1,0,0,1
1617,1.5,63,0.7,111,2,2754,8,295646,190,11,0,0,1,1,1,2
1791,0.5,33,0.5,110,5,594,16,253022,136,5,1,1,0,1,1,0
851,2.3,54,1.0,101,2,1005,14,793516,24,16,0,1,0,1,1,0
856,1.9,14,0.6,115,1,2439,12,405665,18,7,0,1,1,1,1,1
714,0.5,30,0.3,145,4,2302,10,981861,120,3,1,0,1,1,0,1
951,0.5,15,0.6,81,2,1083,16,798490,176,23,0,0,1,0,1,0
1303,2.1,10,0.4,109,8,2219,15,2500455,27,21,1,0,1,1,1,2
1550,2.7,32,0.1,126,7,1571,14,2494879,36,7,1,0,0,0,0,2
1759,1.4,15,0.4,101,4,2107,16,444266,90,23,1,0,1,0,1,2
1448,0.5,2,0.2,100,5,593,18,967824,36,37,0,1,1,1,1,0
1987,1.9,50,0.7,119,8,857,6,1848000,48,18,1,0,1,0,1,1
908,2.1,44,0.6,95,5,3518,7,144914,192,3,0,0,1,1,1,3
820,0.5,58,0.3,160,4,1284,17,324792,119,6,0,1,0,1,0,0
904,2.7,19,0.6,147,6,545,16,1636624,342,11,0,1,0,0,0,0
667,1.3,6,0.1,149,6,3566,12,236640,45,14,0,1,0,1,1,2
1109,2.1,34,0.1,173,1,2821,17,181995,65,5,0,0,0,1,1,2
1333,1.4,59,0.7,183,7,3442,5,512594,288,8,0,0,1,0,1,3
1352,2.4,6,0.9,92,6,1309,14,817071,12,14,0,0,0,0,1,1
1600,2.5,19,0.6,88,6,1179,18,1423503,30,10,0,1,0,1,0,1
1454,1.4,37,0.8,80,8,1713,19,821730,0,28,0,1,0,0,0,1
1489,2.1,9,0.4,169,3,1663,14,1623557,27,1,0,1,0,1,1,1
1823,2.8,10,0.6,81,8,1812,19,452500,0,30,0,1,1,1,1,2
1581,1.0,41,0.4,172,4,1384,2,589050,171,28,1,0,1,1,0,1
1672,1.7,44,0.5,172,8,1348,7,1793750,66,5,1,1,1,1,1,1
1283,0.7,27,0.2,80,4,3957,6,2182605,255,6,1,1,0,0,1,3
630,2.0,14,0.5,180,8,1212,12,95568,96,22,0,0,0,0,1,0
659,2.2,24,0.7,151,8,3925,10,1734348,8,2,0,0,1,1,1,3
1811,0.5,32,1.0,115,6,348,18,230928,187,0,1,1,0,1,1,0
688,2.5,40,0.2,109,5,1382,8,735832,84,29,1,0,1,0,0,1
514,2.9,18,0.7,141,2,980,16,1615836,91,13,1,1,0,1,0,0
1933,2.8,16,0.5,154,3,838,18,337317,28,10,0,1,1,0,0,0
915,2.0,31,0.3,91,3,378,9,1151500,66,28,0,0,1,0,1,0
1006,2.2,22,0.8,135,4,909,7,34685,72,12,0,1,0,1,1,0
1134,0.9,13,0.4,92,4,3632,19,16254,136,21,1,0,1,0,1,3
599,2.9,64,0.3,186,8,3396,7,66538,15,1,1,0,0,0,1,2
973,0.5,53,0.5,196,5,1861,16,61740,130,12,0,1,1,0,0,1
1180,2.5,27,0.1,90,6,348,19,90720,35,1,1,0,1,1,1,0
1237,2.5,13,0.8,98,4,2528,16,18072,88,19,1,0,0,0,0,2
659,0.5,5,0.3,169,8,2190,16,481070,160,17,0,1,1,0,1,1
1142,1.4,6,0.7,190,8,663,5,456570,48,14,1,1,1,1,0,0
1002,2.7,11,0.4,185,6,961,19,145920,70,34,0,1,0,1,1,0
1392,2.5,44,0.7,113,4,1280,16,529236,8,2,0,0,0,1,1,1
602,0.9,50,0.9,141,8,2189,16,2697407,35,27,0,0,1,0,0,2
1249,0.5,55,0.8,140,3,531,13,721765,180,11,1,0,1,1,1,0
531,0.5,12,0.5,121,4,2331,20,261806,216,3,1,1,0,1,1,1
1450,2.1,31,0.6,114,5,794,9,2578147,55,5,0,0,1,1,0,1
1342,2.8,50,0.1,173,1,2644,11,78740,14,9,0,0,1,1,0,2
832,0.5,22,0.6,198,1,1666,20,490833,60,13,1,0,1,1,1,1
867,1.5,57,0.1,159,4,2157,18,209236,48,0,1,0,0,0,1,1
1404,2.1,44,0.9,151,1,1196,5,3201640,60,36,0,0,0,1,0,1
840,0.9,33,0.7,150,6,2072,19,2357862,80,13,0,1,1,0,0,2
1368,0.5,42,0.2,91,1,1590,14,838975,0,30,0,0,0,0,1,1
1927,0.9,11,0.4,190,8,2916,18,739446,176,15,0,1,1,1,0,3
1714,0.5,31,0.4,120,2,3707,19,179949,5,17,0,1,0,1,0,3
1201,0.5,10,0.4,198,6,726,3,1983173,44,6,1,0,1,0,1,0
1796,2.3,44,0.9,184,2,3577,4,1395712,119,15,1,0,1,0,1,3
1147,0.8,28,0.7,158,6,2627,15,1230390,54,24,0,1,0,1,1,2
776,1.7,20,1.0,146,4,685,7,1786773,165,9,1,0,1,1,1,0
510,2.6,33,0.1,110,6,1693,5,1995644,12,10,0,0,1,0,0,1
1045,1.2,40,0.1,175,6,2137,12,1685992,88,10,1,1,0,1,1,2
1497,0.9,10,0.1,153,8,3696,3,95746,0,24,1,1,0,1,1,3
1425,0.6,33,0.5,89,3,3771,9,652608,30,2,1,0,0,1,1,3
726,2.2,40,0.8,94,4,1342,4,315894,176,20,0,0,1,1,1,0
1576,2.0,20,0.6,148,3,1379,16,635910,17,0,1,0,0,1,1,1
714,2.1,11,0.1,197,3,1164,19,3249750,180,11,1,1,1,0,1,1
1595,1.9,63,0.9,88,1,908,6,2932300,234,21,0,1,0,1,0,1
541,1.0,10,0.4,127,4,1019,15,3438828,171,0,0,0,1,0,1,1
1617,2.6,29,0.9,113,6,3685,18,191308,13,34,1,0,0,0,0,3
1154,1.1,5,0.2,98,1,1470,12,668360,0,15,0,1,0,0,1,1
1638,1.0,2,0.2,189,1,2299,9,247720,171,17,0,0,1,1,1,2
1150,2.7,39,0.4,151,8,999,11,317600,12,1,1,0,1,0,1,0
1254,2.3,44,0.2,149,1,3011,12,208284,28,10,1,0,1,0,1,2
1806,2.0,54,0.1,117,1,3142,6,252269,0,13,1,1,0,1,1,3
603,1.5,12,0.7,114,6,1543,19,1287852,35,28,0,0,1,0,1,1
1834,2.1,40,0.1,99,4,3692,16,0,0,18,0,0,1,0,1,3
520,2.3,31,0.8,145,6,2753,17,137016,91,14,0,0,0,1,1,1
565,0.6,50,0.1,158,2,2156,6,381729,78,9,0,1,1,1,1,1
1689,0.5,9,0.5,150,5,2637,3,315225,32,26,1,0,0,0,1,2
742,2.3,21,0.7,104,8,331,7,809375,88,1,1,0,0,0,1,0
1143,1.2,22,1.0,125,3,1214,16,1923984,60,7,0,1,1,0,1,1
761,0.5,3,0.8,196,7,2248,15,2577125,57,24,1,0,1,1,1,2
959,1.3,36,0.4,196,5,3073,8,1747603,19,14,1,1,1,1,1,3
772,1.2,8,0.6,134,7,422,15,994704,42,15,1,1,0,0,1,0
1015,0.8,12,0.5,102,3,2293,2,227465,5,19,1,0,1,0,0,1
1824,1.9,2,0.7,103,1,3958,19,55250,24,23,1,1,1,0,1,3
1130,0.5,29,0.7,130,1,432,10,786911,6,15,1,1,1,1,1,0
1183,0.5,48,0.1,120,8,1152,3,270680,24,15,1,1,0,0,1,0
574,2.0,26,0.5,118,6,1303,2,521048,32,2,1,1,0,1,1,0
1472,3.0,20,0.3,169,2,797,11,395156,6,10,0,0,1,0,1,0
1868,0.5,40,0.9,179,8,298,17,509184,16,19,1,0,1,0,1,0
1375,2.9,20,0.4,147,6,3847,12,404684,0,9,0,0,0,1,1,3
881,1.0,64,0.5,160,3,2110,6,73140,162,7,0,0,1,1,1,1
1742,0.5,43,0.9,176,3,1921,3,500892,18,12,1,1,1,0,1,2
1225,0.7,60,0.1,107,2,2423,6,15670,187,21,0,1,0,0,1,2
1970,0.5,15,1.0,132,2,1658,20,2355916,135,0,1,1,1,1,1,2
1186,0.5,21,0.4,160,8,2361,7,39712,136,6,1,1,0,0,1,1
1762,0.7,60,0.1,157,4,1380,14,507970,70,17,0,0,0,0,1,1
1731,1.4,4,0.5,163,6,3892,4,1608292,5,22,1,1,1,1,1,3
852,1.8,8,0.8,160,5,315,20,921367,42,14,0,1,0,0,1,0
848,1.5,36,0.3,151,4,2289,19,29512,20,20,1,1,1,1,1,1
1575,2.5,11,0.2,185,7,2182,17,402456,21,20,0,1,1,0,1,2
1554,2.8,23,0.1,105,6,2184,20,1042908,117,25,0,1,0,1,1,2
1972,1.6,48,0.5,92,8,2872,11,233160,14,2,1,0,0,1,1,3
827,0.6,35,0.2,87,6,2367,15,18998,15,26,1,1,0,1,1,1
1063,1.5,3,0.9,155,4,1919,20,334506,120,17,0,0,1,0,1,1
1695,2.3,34,0.4,84,5,3296,14,1242046,102,11,0,1,0,0,0,3
1343,2.4,14,0.9,81,8,462,11,1280915,126,15,0,1,1,1,1,0
834,0.5,27,0.2,123,1,1591,20,2078923,99,18,0,0,1,0,1,1
595,2.6,20,0.4,122,2,1593,2,508368,209,18,0,0,0,1,1,0
1081,1.9,42,0.1,101,7,2456,7,67728,28,30,1,1,0,0,1,1
911,1.4,14,0.7,199,4,2933,11,2644596,48,7,0,1,1,0,0,3
844,2.2,22,0.9,197,7,3154,7,1550115,154,3,0,1,0,0,1,3
1335,3.0,60,0.8,180,2,3615,9,46397,10,7,1,0,0,0,1,3
1883,1.6,24,0.1,87,1,3563,3,185745,170,25,0,0,0,0,0,3
1128,0.5,33,0.6,147,8,1440,19,1149988,255,13,1,1,0,0,1,1
826,2.4,57,0.6,117,2,1907,5,1274091,210,31,1,1,0,0,1,1
1650,2.3,38,0.7,89,1,324,2,681013,140,1,0,0,1,1,1,0
1162,1.0,50,0.5,104,4,1404,15,287512,30,10,0,0,1,1,1,1
1517,2.5,8,0.8,169,4,2738,12,937650,288,20,0,0,0,0,1,2
963,0.5,60,0.8,156,3,2722,16,609182,72,4,0,0,0,0,1,2
1837,1.0,12,0.9,103,8,2294,20,2185380,56,11,0,1,0,1,1,3
1028,2.8,30,0.1,193,1,1424,13,3463323,72,11,1,0,0,1,1,1
1831,2.2,55,1.0,189,8,1133,10,3030470,42,13,1,1,1,0,0,1
571,2.0,58,0.6,101,6,555,11,47616,190,16,1,1,0,1,1,0
1770,2.3,9,0.6,183,6,3785,14,1507554,130,5,1,0,0,1,1,3
970,1.3,59,0.2,84,7,3675,12,3152290,0,24,1,1,0,0,0,3
642,0.5,38,0.8,86,5,435,2,1574425,18,10,1,0,1,0,1,0
622,1.9,11,0.8,193,8,3183,4,1492640,0,26,1,1,1,1,1,2
600,1.8,6,0.8,199,2,3495,7,501552,68,24,1,0,1,0,1,2
1412,0.6,57,0.2,86,3,1853,18,1320,150,19,0,0,0,1,0,1
733,0.8,16,0.4,138,4,2648,19,360974,0,19,0,0,1,0,1,2
1070,3.0,19,0.8,160,7,2647,20,145260,182,25,1,0,1,0,0,2
875,0.7,30,0.7,146,8,702,15,400057,285,9,1,1,1,1,1,0
1994,0.7,5,0.4,189,2,1836,18,132956,132,12,1,0,0,0,1,2
823,1.0,18,0.2,182,5,3894,9,1593000,130,25,0,1,1,0,1,3
1908,0.5,30,1.0,111,2,2944,17,146440,323,28,0,0,0,1,1,3
790,0.5,44,0.1,89,8,3424,9,1580700,143,15,0,1,1,0,1,3
1330,1.8,40,0.5,177,1,2678,14,173048,36,6,1,1,1,1,1,2
1660,0.5,15,0.7,100,8,2424,9,250360,60,10,0,0,1,0,1,2
1776,2.2,20,0.9,82,6,2671,12,2818089,150,18,0,0,1,1,0,3
1611,0.5,27,0.9,199,1,3078,6,164793,30,14,0,1,0,1,1,2
1410,0.5,15,0.3,92,3,2304,18,251712,72,1,1,1,1,0,1,2
1772,1.6,45,0.5,159,2,1146,17,1175985,6,35,1,0,1,0,1,1
1280,1.3,39,1.0,108,7,2335,2,209328,24,1,1,0,0,1,1,1
1712,0.9,23,1.0,155,7,1422,15,102765,0,21,1,1,1,0,1,1
1562,0.7,55,0.1,140,8,2096,3,1832832,45,1,1,0,0,0,0,2
891,1.9,18,0.1,153,6,1303,4,57400,272,4,0,1,1,1,1,0
1957,1.2,36,0.8,151,2,1115,18,2062038,32,37,0,1,0,1,1,1
1110,0.6,42,0.9,192,5,456,18,1487898,96,3,0,0,1,0,1,0
875,1.4,43,0.6,104,8,3396,18,874038,28,4,1,1,0,0,1,3
1211,1.2,28,0.3,130,2,2750,14,55854,6,3,1,0,1,0,0,2
769,0.5,54,0.2,112,4,941,20,2465300,120,31,0,1,0,1,1,0
671,2.9,2,0.1,95,6,2278,2,992838,52,26,0,0,0,0,1,2
1872,0.5,26,0.5,172,4,2273,8,731136,32,15,0,0,0,1,1,2
1076,2.3,14,0.7,191,5,2355,2,1869184,272,0,0,1,1,1,1,2
1325,1.9,50,0.1,146,1,2328,2,346805,170,12,0,0,0,0,1,2
911,2.2,28,0.5,182,2,2638,13,119791,32,3,1,1,1,1,1,1
1273,0.7,23,0.6,178,6,558,13,678515,40,15,1,0,0,0,1,0
1062,0.5,39,0.9,124,4,1345,11,466507,0,7,0,0,0,1,1,0
1317,1.5,12,0.1,154,2,425,11,233602,0,15,0,0,1,1,1,0
940,2.9,16,0.7,115,4,2192,9,543910,195,1,0,0,1,1,1,1
729,2.0,14,0.6,135,6,3397,17,593965,285,2,1,0,0,1,1,2
1494,2.4,3,0.9,93,7,1208,17,946832,182,23,0,0,1,0,1,1
1546,1.6,27,0.7,124,2,267,16,1696758,120,8,1,1,1,0,1,0
1253,0.7,34,0.9,113,4,3518,8,104167,21,10,0,0,1,1,1,3
895,0.5,16,0.3,164,8,3122,4,198450,0,20,0,1,0,1,0,2
793,1.9,43,0.3,124,8,1050,3,17940,99,2,1,1,1,1,1,0
1628,1.8,56,0.1,136,2,3358,12,856500,187,24,1,1,1,1,1,3
625,2.7,42,0.8,138,8,2929,17,359513,40,5,0,1,0,0,1,2
1110,1.5,12,0.3,153,8,624,15,1873950,63,7,0,0,0,0,1,0
999,1.7,49,0.6,132,1,1598,8,1197760,0,23,0,0,1,0,0,1
1856,0.5,24,0.1,155,5,2052,10,319935,102,1,0,1,1,0,1,2
1715,2.6,15,0.6,120,6,1249,4,210786,32,29,0,1,1,0,1,1
1897,1.9,54,0.3,154,2,412,2,464940,187,9,1,0,0,0,1,0
1202,2.4,19,0.1,122,2,595,3,703768,0,1,1,1,0,0,0,0
1171,1.7,19,0.3,167,7,263,8,187240,30,21,1,1,0,0,0,0
964,2.0,22,0.7,86,8,2577,5,277650,272,0,0,0,1,0,1,2
1973,2.4,46,0.1,193,4,639,3,594849,0,16,1,1,0,1,0,0
1992,0.6,2,0.1,141,1,3206,10,580855,90,25,1,1,1,0,1,3
546,2.6,26,1.0,159,5,1550,3,689728,14,20,1,1,1,0,0,1
1093,0.5,31,0.6,171,2,1646,6,1860200,0,13,0,0,1,0,1,1
1880,2.0,35,0.1,200,4,1930,15,1844190,119,25,1,0,1,0,0,2
1765,1.1,11,0.7,87,2,3695,18,981125,30,10,0,0,0,0,1,3
1640,0.5,36,0.9,87,8,3235,10,1199184,6,12,0,1,0,1,1,3
1830,0.5,7,0.9,191,6,2334,14,728180,56,12,0,0,1,0,0,2
826,0.6,62,0.7,187,4,1998,17,1256470,68,22,0,0,0,0,0,1
1864,2.2,7,0.1,142,1,2258,10,347625,10,2,0,0,0,0,1,2
586,0.6,42,0.3,121,7,1869,7,877630,24,33,1,0,1,1,1,1
1206,3.0,30,0.6,127,3,1825,4,2708253,7,23,0,1,0,1,1,2
832,0.5,5,0.1,165,5,3946,14,17496,60,3,1,1,1,1,1,3
848,2.8,8,0.1,103,7,436,15,9058,60,4,1,0,1,1,1,0
1851,2.9,53,0.7,112,6,2678,8,204450,0,2,0,0,0,0,1,2
1166,0.5,59,0.5,80,1,3887,7,278806,48,18,1,0,0,1,1,3
1776,2.1,35,0.1,172,4,1813,20,173194,208,26,1,1,1,1,1,1
1254,1.2,27,0.2,134,2,817,16,1767136,14,12,1,0,1,1,1,0
1494,1.6,24,0.2,101,1,3614,9,1165010,180,21,0,1,0,0,1,3
984,2.2,39,0.5,119,8,2013,16,108136,77,18,1,1,1,0,1,1
1179,0.8,5,0.9,154,5,543,18,1304677,56,18,1,0,0,1,0,0
513,1.9,27,0.4,174,8,3400,13,200220,96,21,0,0,1,1,0,2
557,0.5,17,0.2,89,6,2623,16,228620,272,7,0,1,0,0,0,1
744,1.7,33,0.5,105,4,2700,19,2457676,27,2,0,1,0,0,1,2
1129,0.8,21,0.6,116,2,1400,13,1919856,0,19,1,1,1,0,1,1
1148,2.3,58,0.3,170,5,3127,11,416928,70,20,0,1,0,0,1,2
1793,2.7,44,0.7,175,5,2803,6,955645,171,29,0,0,1,1,1,3
1310,2.3,15,0.2,150,5,2518,5,925380,306,14,0,1,1,1,0,2
1604,1.2,6,0.5,191,6,3564,2,70856,14,16,0,0,1,0,1,3
1676,1.6,37,0.2,145,1,2515,4,160398,112,5,0,0,0,1,1,2
1001,2.8,40,0.2,117,3,3654,10,1692792,117,8,0,1,1,1,1,3
1086,2.7,24,0.1,135,8,3930,18,3703024,17,19,0,0,1,1,1,3
1986,0.5,39,0.1,89,7,3476,17,150349,88,26,1,1,1,0,1,3
634,0.8,41,0.2,192,1,3242,4,2523786,198,17,1,0,0,1,1,3
502,0.8,52,1.0,82,6,2666,20,325679,20,15,0,0,1,0,1,2
1641,1.1,48,0.7,97,8,1695,17,446656,78,13,0,0,0,1,1,2
623,1.4,15,0.2,189,3,3510,18,656632,56,1,0,1,0,1,1,2
962,1.1,17,0.1,161,8,3438,20,777504,42,23,1,1,0,0,0,3
1057,2.7,41,0.1,97,4,2033,2,353727,144,13,1,0,1,0,1,1
1862,1.5,62,1.0,182,1,1017,9,403756,33,3,0,0,0,0,1,1
555,3.0,38,0.8,193,2,1686,8,421580,8,15,1,1,0,1,1,1
1000,2.7,58,1.0,135,5,862,20,384013,0,13,0,0,0,0,1,0
841,0.5,11,0.3,81,5,957,11,84375,30,20,0,0,1,0,1,0
865,2.9,16,0.1,89,4,3494,14,338015,39,17,0,0,0,1,0,3
999,2.6,56,1.0,165,4,3083,11,561222,32,24,0,1,1,1,1,2
1232,1.2,30,0.9,131,6,1656,15,475625,32,26,0,0,1,1,1,1
1194,2.3,34,0.2,165,2,313,19,251446,15,18,0,0,1,0,1,0
612,0.5,20,0.8,179,8,3282,18,1702615,32,7,1,1,1,1,1,3
1362,2.9,47,0.5,186,6,3629,5,625200,323,4,1,0,1,1,0,3
1469,1.7,44,0.5,169,2,1687,5,344124,75,25,0,1,1,1,1,1
986,0.8,28,0.8,182,4,1149,18,135121,56,33,1,0,1,0,1,0
1843,2.8,62,0.8,104,3,3899,6,17472,20,8,0,0,0,1,1,3
1561,0.5,4,0.5,134,2,1783,10,1602735,156,23,0,1,1,0,1,2
1695,0.5,47,0.5,189,5,1629,11,372064,48,15,1,1,1,0,1,1
667,2.6,8,0.8,185,1,2528,8,1976205,88,10,0,1,1,0,0,2
1768,2.0,2,0.8,88,7,3256,5,2363642,54,2,1,0,1,0,1,3
1269,2.8,41,1.0,180,8,2341,16,420616,90,33,1,1,0,1,0,2
1109,2.8,57,0.9,151,1,2785,16,103292,150,18,1,1,0,0,1,2
936,0.5,14,0.1,164,3,3761,12,251550,13,31,0,1,0,0,1,3
1713,2.0,5,0.7,199,6,1513,2,212004,90,25,1,0,0,1,1,1
1175,1.7,45,0.6,167,2,2240,5,50130,60,8,1,1,1,0,1,1
1940,1.0,5,0.2,194,4,820,3,1063692,342,1,1,1,1,1,1,1
855,0.5,59,0.5,159,2,1875,8,1229488,128,5,1,0,1,1,1,1
771,0.5,33,0.1,157,3,920,10,967672,32,17,1,1,1,1,1,0
645,2.5,63,1.0,174,4,3615,13,162352,144,24,0,0,0,1,1,2
1307,1.8,7,0.6,88,7,1412,5,989391,144,5,0,0,0,1,0,1
1948,2.9,5,0.2,136,1,361,10,455700,6,17,0,1,1,0,0,0
1509,0.6,50,0.3,81,4,1540,3,1700840,96,13,0,1,1,0,1,1
626,2.8,11,0.8,109,2,1077,4,1296383,6,12,1,1,0,1,1,0
1190,2.0,40,0.2,93,5,3610,9,2302754,91,1,0,1,0,1,0,3
1727,2.1,57,0.3,158,6,512,6,484288,10,28,1,1,0,0,0,0
1670,3.0,62,0.5,114,8,3024,20,1485610,0,34,1,0,0,1,0,3
1150,0.5,27,1.0,134,1,1610,16,455598,0,21,1,1,0,0,1,1
1208,2.9,16,1.0,175,1,2201,12,710348,272,24,0,0,0,0,1,1
1812,1.3,42,1.0,162,7,3338,11,589000,234,19,1,1,1,1,1,3
770,1.5,61,0.2,196,4,3473,4,894249,21,15,1,1,0,1,0,3
1559,1.3,10,0.3,114,8,2203,15,79677,35,27,1,1,1,1,1,1
1902,0.5,13,0.2,155,4,940,15,671782,140,21,0,0,1,0,1,1
1751,2.5,4,0.6,146,8,1155,12,2926048,266,10,0,0,1,1,0,1
1416,1.8,20,0.1,93,4,3872,7,1854150,20,0,1,1,0,1,0,3
1288,0.5,61,0.2,115,6,1882,10,1484964,96,9,0,1,0,1,1,2
1003,2.9,16,0.6,119,8,1798,10,361950,112,35,1,0,0,0,1,1
1715,0.5,18,0.1,96,6,2598,3,926750,34,4,1,1,0,0,1,3
1967,0.5,46,0.6,199,1,1567,7,711732,30,7,0,0,1,0,1,1
962,1.0,2,0.9,125,1,1491,14,3100088,32,34,0,1,0,0,1,1
1487,1.5,42,0.8,120,2,2003,3,847573,48,12,0,0,0,0,1,2
1569,1.6,54,0.9,190,4,3905,4,246715,12,10,1,1,0,0,1,3
1146,3.0,57,0.4,111,5,291,11,42559,171,15,0,0,1,1,1,0
1379,1.5,9,0.8,118,8,1693,18,73990,44,19,1,0,0,1,1,1
1504,1.9,25,0.3,152,4,1788,13,731935,143,16,0,1,0,1,1,1
1945,1.2,26,0.7,112,6,3322,20,1638560,126,8,0,0,0,1,0,3
1630,2.8,32,0.9,80,6,1751,20,1228912,120,1,1,1,0,1,1,2
1125,2.7,23,0.4,117,1,1641,12,726786,112,24,1,0,1,0,1,1
614,0.7,51,0.1,178,7,2854,12,1052480,70,11,1,0,0,1,1,2
854,1.0,17,0.9,101,4,3115,2,838040,0,14,0,0,0,0,1,2
1470,1.7,45,0.1,121,1,3259,14,846930,10,15,1,1,0,1,1,3
1826,0.5,49,0.6,172,8,1612,17,1588909,153,11,1,1,1,0,1,2
807,0.5,37,0.2,127,4,2319,4,203105,20,0,1,1,0,0,0,1
1996,2.8,7,0.1,138,5,1258,16,1014771,238,4,1,1,0,0,1,1
1083,2.0,41,0.7,158,5,1543,10,1090668,54,8,1,0,0,1,0,1
1035,0.5,49,0.3,178,2,3991,19,672154,48,29,0,1,0,0,1,3
1521,1.6,62,0.3,143,1,3555,19,1105140,10,14,1,0,0,0,1,3
1314,2.8,5,1.0,87,4,3411,18,41984,272,31,1,1,0,0,1,3
535,1.9,24,0.2,190,8,524,4,706450,27,24,0,0,0,0,0,0
673,1.9,35,0.4,142,6,3541,4,1720720,306,27,1,0,0,1,1,3
1219,1.6,4,0.3,169,6,1998,4,2409462,18,12,0,1,0,0,0,2
1606,0.5,33,0.9,200,5,3437,2,120890,11,0,1,1,0,0,1,3
1603,0.5,17,0.5,114,2,1637,11,519010,51,9,1,1,0,1,1,1
1958,0.5,52,0.4,153,1,3064,3,2816352,42,20,0,0,0,0,1,3
695,0.5,12,0.6,196,2,2855,7,3016021,208,37,0,0,1,1,1,2
1441,0.6,53,0.5,106,1,1393,4,242316,36,12,0,1,1,1,1,1
1470,2.2,33,0.4,138,7,1633,4,3558520,72,14,0,1,0,0,1,2
1890,1.1,48,0.5,127,4,2392,15,2634416,40,9,0,0,0,1,1,3
1152,2.1,26,0.3,82,2,3284,8,2181592,30,0,1,1,0,1,1,3
1619,0.9,20,0.9,117,6,464,16,959340,35,12,1,0,0,1,1,0
